66.249.78.133 - - [28/Jun/2016:00:47:41 +0200] "GET /robots.txt HTTP/1.1" 200 116 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
46.29.18.66 - - [28/Jun/2016:00:47:42 +0200] "POST /wp-cron.php?doing_wp_cron=1467067660.4891650676727294921875 HTTP/1.0" 200 0 "-" "WordPress/4.5.3; http://careport.ie"
66.249.78.133 - - [28/Jun/2016:00:47:42 +0200] "GET /feed/ HTTP/1.1" 200 17174 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
180.76.15.138 - - [28/Jun/2016:00:48:48 +0200] "GET /shortcodes/progress-bars/ HTTP/1.1" 200 9657 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
180.76.15.159 - - [28/Jun/2016:02:09:19 +0200] "GET /?page_id=966 HTTP/1.1" 301 0 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
46.29.18.66 - - [28/Jun/2016:02:09:19 +0200] "POST /wp-cron.php?doing_wp_cron=1467072558.1870729923248291015625 HTTP/1.0" 200 0 "-" "WordPress/4.5.3; http://careport.ie"
180.76.15.21 - - [28/Jun/2016:02:09:20 +0200] "GET /register/ HTTP/1.1" 200 9432 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
207.46.13.138 - - [28/Jun/2016:05:10:18 +0200] "GET /sitemap-pt-page-2014-10.xml HTTP/1.1" 200 823 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
66.249.78.119 - - [28/Jun/2016:07:17:21 +0200] "GET /robots.txt HTTP/1.1" 200 116 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
46.29.18.66 - - [28/Jun/2016:07:17:21 +0200] "POST /wp-cron.php?doing_wp_cron=1467091039.8578200340270996093750 HTTP/1.0" 200 0 "-" "WordPress/4.5.3; http://careport.ie"
66.249.78.133 - - [28/Jun/2016:07:17:21 +0200] "GET /feed/ HTTP/1.1" 200 17174 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
180.76.15.11 - - [28/Jun/2016:10:10:25 +0200] "GET /wp-json/oembed/1.0/embed?url=http%3A%2F%2Fcareport.ie%2Fshortcodes%2Fpricing-tables%2F HTTP/1.1" 200 2251 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
46.29.18.66 - - [28/Jun/2016:10:10:25 +0200] "POST /wp-cron.php?doing_wp_cron=1467101424.6027529239654541015625 HTTP/1.0" 200 0 "-" "WordPress/4.5.3; http://careport.ie"
66.249.66.185 - - [28/Jun/2016:10:18:58 +0200] "GET /robots.txt HTTP/1.1" 200 116 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.78.133 - - [28/Jun/2016:10:18:58 +0200] "GET /?page_id=250 HTTP/1.1" 301 0 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.66.185 - - [28/Jun/2016:10:18:59 +0200] "GET /shortcodes/progress-bars/ HTTP/1.1" 200 9656 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.78.119 - - [28/Jun/2016:10:32:09 +0200] "GET /sitemap-pt-page-2015-01.html HTTP/1.1" 200 1594 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
180.76.15.155 - - [28/Jun/2016:10:43:51 +0200] "GET /shortcodes/pricing-tables/feed/ HTTP/1.1" 200 770 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
66.249.78.126 - - [28/Jun/2016:10:53:40 +0200] "GET /category/kategoria-wpisow/ HTTP/1.1" 200 13915 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
46.29.18.66 - - [28/Jun/2016:10:53:40 +0200] "POST /wp-cron.php?doing_wp_cron=1467104018.9490239620208740234375 HTTP/1.0" 200 0 "-" "WordPress/4.5.3; http://careport.ie"
180.76.15.135 - - [28/Jun/2016:11:17:21 +0200] "GET /shortcodes/data-tables/ HTTP/1.1" 200 9640 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
